expression,reading,meaning,tags,JLPT Level
指差す,ゆびさす,to point at,JLPT_1 JLPT,1
弓,ゆみ,bow,JLPT_1 JLPT,1
揺らぐ,ゆらぐ,"to swing, to sway, to shake",JLPT_1 JLPT,1
緩む,ゆるむ,"to become loose, to slacken",JLPT_1 JLPT,1
緩める,ゆるめる,"to loosen, to slow down",JLPT_1 JLPT,1
緩やか,ゆるやか,lenient,JLPT_1 JLPT,1
要因,よういん,"primary factor, main cause",JLPT_1 JLPT,1
溶液,ようえき,solution,JLPT_1 JLPT,1
用件,ようけん,business,JLPT_1 JLPT,1
養護,ようご,"protection, nursing, protective care",JLPT_1 JLPT,1
用紙,ようし,a form,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.3,1
様式,ようしき,"style, form, pattern",JLPT_1 JLPT,1
要する,ようする,"to demand, to require, to take",JLPT_1 JLPT,1
要請,ようせい,"claim, demand, request, application",JLPT_1 JLPT,1
様相,ようそう,aspect,JLPT_1 JLPT,1
用品,ようひん,"articles, supplies, parts",JLPT_1 JLPT,1
洋風,ようふう,western style,JLPT_1 JLPT,1
用法,ようほう,"directions, rules of use",JLPT_1 JLPT,1
要望,ようぼう,"demand for, request",JLPT_1 JLPT,1
余暇,よか,"leisure, leisure time, spare time",JLPT_1 JLPT,1
予感,よかん,"presentiment, premonition",JLPT_1 JLPT,1
余興,よきょう,"side show, entertainment",JLPT_1 JLPT,1
預金,よきん,"deposit, bank account",JLPT_1 JLPT,1
欲,よく,"greed, wants",JLPT_1 JLPT,1
抑圧,よくあつ,"restraint, oppression, suppression",JLPT_1 JLPT,1
浴室,よくしつ,"bathroom, bath",JLPT_1 JLPT,1
抑制,よくせい,"control, restraint, suppression",JLPT_1 JLPT,1
欲深い,よくふかい,greedy,JLPT_1 JLPT,1
欲望,よくぼう,"desire, appetite",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,1
避ける,よける,"to avoid (physical contact with; to ward off, to avert",JLPT_1 JLPT,1
予言,よげん,"prediction, promise, prognostication",JLPT_1 JLPT,1
横綱,よこづな,sumo grand champion,JLPT_1 JLPT,1
汚れ,よごれ,"dirt, filth",JLPT_1 JLPT,1
よし (かん),よし (かん),all right!,JLPT_1 JLPT,1
良し,よし,all right!,JLPT_1 JLPT,1
善し悪し,よしあし,"good or bad, merits or demerits, quality",JLPT_1 JLPT,1
余所見,よそみ,"looking away, looking aside",JLPT_1 JLPT,1
余地,よち,"place, room, margin",JLPT_1 JLPT,1
よって (よりどころ),よって (よりどころ),"therefore, consequently",JLPT_1 JLPT,1
与党,よとう,"government party, (ruling) party in power, government",JLPT_1 JLPT,1
呼び止める,よびとめる,to flag down,JLPT_1 Intermediate_Japanese_Ln.6 JLPT Intermediate_Japanese,1
夜更し,よふかし,"staying up late, keeping late hours",JLPT_1 JLPT,1
夜更け,よふけ,late at night,JLPT_1 JLPT,1
余程,よほど,"very, much, to a large extent, quite",JLPT_1 JLPT,1
読み上げる,よみあげる,"to read out loud (and clearly), to call a roll",JLPT_1 JLPT,1
～寄り,～より,"near to ~ (e.g., North by East)",JLPT_1 JLPT,1
寄り掛かる,よりかかる,"to lean against, to recline on, to lean on, to rely on",JLPT_1 JLPT,1
世論,よろん,public opinion,JLPT_1 JLPT,1
弱る,よわる,"to weaken, to be troubled, to be emaciated",JLPT_1 JLPT,1
来場,らいじょう,attendance,JLPT_1 JLPT,1
ライス,ライス,rice,JLPT_1 JLPT,1
酪農,らくのう,dairy farming,JLPT_1 JLPT,1
落下,らっか,"fall, drop, come down",JLPT_1 JLPT,1
楽観,らっかん,optimism,JLPT_1 JLPT,1
ランプ,ランプ,lamp; ramp,JLPT_1 JLPT,1
濫用,らんよう,"abuse, misuse, using to excess",JLPT_1 JLPT,1
リード,リード,lead; reed,JLPT_1 JLPT,1
理屈,りくつ,"theory, reason",JLPT_1 JLPT,1
利子,りし,interest (bank),JLPT_1 JLPT,1
利潤,りじゅん,"profit, returns",JLPT_1 JLPT,1
理性,りせい,"reason, sense",JLPT_1 JLPT,1
利息,りそく,interest (bank),JLPT_1 JLPT,1
立体,りったい,solid body,JLPT_1 JLPT,1
立方,りっぽう,cube,JLPT_1 JLPT,1
立法,りっぽう,"legislation, lawmaking",JLPT_1 JLPT,1
利点,りてん,"advantage, point in favor",JLPT_1 JLPT,1
略奪,りゃくだつ,"pillage, looting, robbery",JLPT_1 JLPT,1
略語,りゃくご,"abbreviation, acronym",JLPT_1 JLPT,1
流通,りゅうつう,"circulation of money or goods, distribution",JLPT_1 JLPT,1
領域,りょういき,"area, territory, region",JLPT_1 JLPT,1
了解,りょうかい,"comprehension, consent, understanding",JLPT_1 JLPT,1
領海,りょうかい,territorial waters,JLPT_1 JLPT,1
両極,りょうきょく,"both extremities, north and south poles",JLPT_1 JLPT,1
良好,りょうこう,"favorable, satisfactory",JLPT_1 JLPT,1
良識,りょうしき,good sense,JLPT_1 JLPT,1
良質,りょうしつ,"good quality, superior quality",JLPT_1 JLPT,1
了承,りょうしょう,"acknowledgment, understanding",JLPT_1 JLPT,1
良心,りょうしん,conscience,JLPT_1 JLPT,1
領地,りょうち,territory,JLPT_1 JLPT,1
領土,りょうど,"territory, possession",JLPT_1 JLPT,1
両立,りょうりつ,"compatibility, coexistence, standing together",JLPT_1 JLPT,1
旅客,りょかく,passenger,JLPT_1 JLPT,1
旅券,りょけん,passport,JLPT_1 JLPT,1
履歴,りれき,"personal history, background, log",JLPT_1 JLPT,1
理論,りろん,theory,JLPT_1 JLPT,1
林業,りんぎょう,forestry,JLPT_1 JLPT,1
類,るい,"kind, class, family",JLPT_1 JLPT,1
類推,るいすい,analogy,JLPT_1 JLPT,1
類似,るいじ,analogous,JLPT_1 JLPT,1
ルーズ,ルーズ,loose,JLPT_1 JLPT,1
冷酷,れいこく,"cruelty, coldheartedness, ruthless",JLPT_1 JLPT,1
冷蔵,れいぞう,refrigeration,JLPT_1 JLPT,1
冷淡,れいたん,"coolness, indifference",JLPT_1 JLPT,1
レース,レース,race; lace,JLPT_1 JLPT,1
レギュラー,レギュラー,regular,JLPT_1 JLPT,1
レッスン,レッスン,lesson,JLPT_1 JLPT,1
レディー,レディー,lady,JLPT_1 JLPT,1
レバー,レバー,lever; liver,JLPT_1 JLPT,1
恋愛,れんあい,"love, romance",JLPT_1 JLPT,1
バッテリー,バッテリー,battery,JLPT_1 JLPT,1
バット,バット,"bat, vat",JLPT_1 JLPT,1
発病,はつびょう,"attack, to become sick",JLPT_1 JLPT,1
初耳,はつみみ,something heard for the first time,JLPT_1 JLPT,1
果て,はて,"the end, the extremity, the limit(s)",JLPT_1 JLPT,1
果てる,はてる,"to end, to be finished, to be exhausted",JLPT_1 JLPT,1
ばてる,ばてる,"to be exhausted, to be worn out",JLPT_1 JLPT,1
パトカー,パトカー,patrol car,JLPT_1 JLPT,1
甚だ,はなはだ,"very, greatly, exceedingly",JLPT_1 JLPT,1
華々しい,はなばなしい,"brilliant, magnificent, spectacular",JLPT_1 JLPT,1
花びら,はなびら,(flower) petal,JLPT_1 JLPT,1
華やか,はなやか,"brilliant, gorgeous, florid",JLPT_1 JLPT,1
阻む,はばむ,"to keep someone from doing, to stop, to oppose",JLPT_1 JLPT,1
浜,はま,"beach, seashore",JLPT_1 JLPT,1
浜辺,はまべ,"beach, foreshore",JLPT_1 JLPT,1
はまる,はまる,"to get into, to go into, to fit, to be fit for, to suit",JLPT_1 JLPT,1
早める,はやめる,"to hasten, to quicken, to accelerate",JLPT_1 JLPT,1
腹立ち,はらだち,anger,JLPT_1 JLPT,1
原っぱ,はらっぱ,"open field, empty lot, plain",JLPT_1 JLPT,1
はらはら,はらはら,feel nervous,JLPT_1 JLPT,1
ばらまく,ばらまく,"to disseminate, to scatter",JLPT_1 JLPT,1
張り紙,はりがみ,"notice, poster",JLPT_1 JLPT,1
遥か,はるか,"far, far-away, distant",JLPT_1 JLPT,1
破裂,はれつ,"explosion, rupture, break off",JLPT_1 JLPT,1
腫れる,はれる,"to swell (from inflammation, to become swollen)",JLPT_1 JLPT,1
繁栄,はんえい,"prospering, prosperity, flourishing",JLPT_1 JLPT,1
版画,はんが,art print,JLPT_1 JLPT,1
ハンガー,ハンガー,(coat) hanger,JLPT_1 JLPT,1
反感,はんかん,"antipathy, revolt, animosity",JLPT_1 JLPT,1
反響,はんきょう,"echo, reverberation, repercussion",JLPT_1 JLPT,1
パンク,パンク,"puncture, bursting; punk",JLPT_1 JLPT,1
反撃,はんげき,"counterattack, counteroffensive, counterblow",JLPT_1 JLPT,1
判決,はんけつ,"judicial decision, judgment, sentence, decree",JLPT_1 JLPT,1
反射,はんしゃ,"reflection, reverberation",JLPT_1 JLPT,1
繁盛,はんじょう,"prosperity, flourishing, thriving",JLPT_1 JLPT,1
繁殖,はんしょく,"breed, multiply, propagation",JLPT_1 JLPT,1
反する,はんする,"to be inconsistent with, to oppose, to contradict",JLPT_1 JLPT,1
判定,はんてい,"judgment, decision, award, verdict",JLPT_1 JLPT,1
万人,ばんにん,"all people, everybody, 10000 people",JLPT_1 JLPT,1
晩年,ばんねん,(one's) last years,JLPT_1 JLPT,1
反応,はんのう,"reaction, response",JLPT_1 JLPT,1
万能,ばんのう,"all-purpose, almighty, omnipotent",JLPT_1 JLPT,1
半端,はんぱ,"fragment, fraction, incompleteness",JLPT_1 JLPT,1
反発,はんぱつ,"repelling, rebound, oppose",JLPT_1 JLPT,1
反乱,はんらん,"rebellion, revolt, uprising",JLPT_1 JLPT,1
氾濫,はんらん,"overflowing, flood",JLPT_1 JLPT,1
美,び,beauty,JLPT_1 JLPT,1
ひいては,ひいては,"not only…but also, in addition to, consequently",JLPT_1 JLPT,1
ビールス,ビールス,virus,JLPT_1 JLPT,1
控室,ひかえしつ,waiting room,JLPT_1 JLPT,1
控える,ひかえる,to hold back; to make notes,JLPT_1 JLPT,1
悲観,ひかん,"pessimism, disappointment",JLPT_1 JLPT,1
引き上げる,ひきあげる,"to withdraw, to leave, to pull out",JLPT_1 JLPT,1
率いる,ひきいる,"to lead, to spearhead (a group), to command (troops)",JLPT_1 JLPT,1
引き起こす,ひきおこす,to cause,JLPT_1 JLPT,1
引下げる,ひきさげる,"to pull down, to lower, to reduce, to withdraw",JLPT_1 JLPT,1
引きずる,ひきずる,"to drag along, to pull, to prolong",JLPT_1 JLPT,1
引取る,ひきとる,to take back; to adopt; to leave,JLPT_1 JLPT,1
否決,ひけつ,"rejection, negation, voting down",JLPT_1 JLPT,1
日頃,ひごろ,"normally, habitually",JLPT_1 JLPT,1
久しい,ひさしい,"long, long-continued, old (story)",JLPT_1 JLPT,1
悲惨,ひさん,"tragedy, disaster; misery, wretched, pitiful",JLPT_1 JLPT,1
ビジネス,ビジネス,business,JLPT JLPT_1 Genki_Ln.2 Genki_Ln.1 Genki,1
比重,ひじゅう,specific gravity,JLPT_1 JLPT,1
美術,びじゅつ,"art, fine arts",JLPT_1 JLPT,1
秘書,ひしょ,(private) secretary,JLPT_1 JLPT,1
微笑,びしょう,smile,JLPT_1 JLPT,1
歪む,ひずむ,"to warp, to be distorted",JLPT_1 JLPT,1
密か,ひそか,"secret, private, surreptitious",JLPT_1 JLPT,1
浸す,ひたす,"to soak, to dip, to drench",JLPT_1 JLPT,1
ひたすら,ひたすら,"nothing but, earnestly, intently",JLPT_1 JLPT,1
左利き,ひだりきき,"left-handedness, sake drinker, left-hander",JLPT_1 JLPT,1
引っ掻く,ひっかく,to scratch,JLPT_1 JLPT,1
必修,ひっしゅう,required (subject),JLPT_1 JLPT,1
びっしょり,びっしょり,"wet through, drenched",JLPT_1 JLPT,1
必然,ひつぜん,"inevitable, necessary",JLPT_1 JLPT,1
匹敵,ひってき,"comparing with, rival, equal",JLPT_1 JLPT,1
一息,ひといき,"a breath, a pause, an effort",JLPT_1 JLPT,1
人影,ひとかげ,"man's shadow, soul",JLPT_1 JLPT,1
人柄,ひとがら,"personality, character",JLPT_1 JLPT,1
人気,ひとけ,sign of life,JLPT_1 JLPT,1
一頃,ひところ,"once, some time ago",JLPT_1 JLPT,1
人質,ひとじち,hostage,JLPT_1 JLPT,1
一筋,ひとすじ,"a line, earnestly, blindly, straightforwardly",JLPT_1 JLPT,1
人目,ひとめ,"glimpse, public gaze",JLPT_1 JLPT,1
日取り,ひどり,"fixed date, appointed day",JLPT_1 JLPT,1
雛,ひな,"young bird, chick, doll",JLPT_1 JLPT,1
雛祭,ひなまつり,Girls' (dolls') Festival,JLPT_1 JLPT,1
日向,ひなた,"sunny place, in the sun",JLPT_1 JLPT,1
非難,ひなん,"blame, attack, criticism",JLPT_1 JLPT,1
避難,ひなん,"taking refuge, finding shelter",JLPT_1 JLPT,1
日の丸,ひのまる,the Japanese flag,JLPT_1 JLPT,1
火花,ひばな,spark,JLPT_1 JLPT,1
ひび (かべの～),ひび (かべの～),"crack, fissure, flaw",JLPT_1 JLPT,1
悲鳴,ひめい,"shriek, scream",JLPT_1 JLPT,1
冷やかす,ひやかす,"to banter, to make fun of, to jeer at, to cool, to refrigerate",JLPT_1 JLPT,1
日焼け,ひやけ,sunburn,JLPT_1 JLPT,1
標語,ひょうご,"motto, slogan, catchword",JLPT_1 JLPT,1
描写,びょうしゃ,"depiction, description, portrayal",JLPT_1 JLPT,1
ひょっと,ひょっと,"possibly, accidentally",JLPT_1 JLPT,1
びら,びら,"handout, leaflet",JLPT_1 JLPT,1
平たい,ひらたい,"flat, even, level",JLPT_1 JLPT,1
びり,びり,"last on the list, at the bottom",JLPT_1 JLPT,1
比率,ひりつ,"ratio, proportion, percentage",JLPT_1 JLPT,1
